ipa,source,sourcepage,prev,trans,id,zap
,sanlucasquiavini,5,3481,"We, all three of us San Pedro people wrote the document.",3539,"
Danoën, ygyontën buny San Pedr bcwaën gyets.	"
de’iby,sanlucasquiavini,5,3481,all,3598,"
deiby"
,sanlucasquiavini,5,3481,The words are really high up in heaven.,3522,"
Dizh zeibyyaduax yba.	"
gahll mbàany,sanlucasquiavini,5,3481,life-giving thing,3592,"
gal mbany"
gahll nca’ài,sanlucasquiavini,5,3481,"dark, darkness",3591,"
gal ncai"
gahll ryeihny,sanlucasquiavini,5,3481,brain,3593,"
gal ryeiny"
guuhahnn,sanlucasquiavini,5,3481,alms,3563,"
guan"
guee’ihzh,sanlucasquiavini,5,3481,pueblo (town),3572,"
gueizh"
guèèe’ll,sanlucasquiavini,5,3481,the midle of the night,3589,"
guel"
bùunny Dìi’zh Zah,sanlucasquiavini,6,3589,Zapotec person,3617,"
buny Dizh Zah"
guèe’py,sanlucasquiavini,6,3589,"bellybutton, navel (note: can be used to refer to the umbilical cord)",3620,"
guepy"
guìi’chùu,sanlucasquiavini,6,3589,type of thorny tree,3614,"
guichu"
gyààa’l,sanlucasquiavini,6,3589,copal (type of tree resin),3615,"
gyal"
gyehnny,sanlucasquiavini,6,3589,neck,3616,"
gyeny"
nàa’t,sanlucasquiavini,6,3589,be lying,3618,"
nat"
rtyo’pnnyi’ihs,sanlucasquiavini,6,3589,baptize,3601,"
rtyopnyis"
saca’ài,sanlucasquiavini,6,3589,west,3602,"
sacai"
salahry,sanlucasquiavini,6,3589,solar,3604,"
salary"
sasììi’lly,sanlucasquiavini,6,3589,east,3603,"
sasily"
testi’u,sanlucasquiavini,6,3589,witness,3606,"
testiu"
x:a,sanlucasquiavini,6,3589,how,3608,"
xa"
x:ahb,sanlucasquiavini,6,3589,clothes; bark (of a tree),3609,"
xab"
x:nnàaan,sanlucasquiavini,6,3589,mother of (someone),3612,"
xnan"
zh:a’àa’n,sanlucasquiavini,6,3589,plant (classifier),3611,"
zhan"
,sanlucasquiavini,6,3589,San Jerónimo Tlacochahuaya,3605,"
Zuny Ro	"
ma’anyseer ,sanlucasquiavini,6,3589,bee,336,"
manyser "
mbii’sy,sanlucasquiavini,6,3589,stingy,136,"
mbisy"
que’ity,sanlucasquiavini,6,3589,“No.,436,"
Queity."
"rìe’dldèe, rìe’dndèe",sanlucasquiavini,6,3589,come and choose,3369,"
riedlde, riednde"
bihih,sanlucasquiavini,7,3369,air,378,"
bi"
lohoh,sanlucasquiavini,7,3369,face,379,"
lo"
rsahah,sanlucasquiavini,7,3369,drive,376,"
rsa"
rraan,sanlucasquiavini,7,3369,frog,337,"
rran"
xniaa,sanlucasquiavini,7,3369,red,137,"
xnia"
ri’ihcynèe,sanlucasquiavini,7,3369,return with (someone),3379,"
ricyne"
rìe’d,sanlucasquiavini,7,3369,come,3378,"
ried"
rìe’dchu’uhnèe,sanlucasquiavini,7,3369,come to be with,3375,"
riedchune"
rìe’duzhya’ah,sanlucasquiavini,7,3369,come and shout,3377,"
riedcuzhya"
rìe’dcye’t,sanlucasquiavini,7,3369,come and play,3376,"
riedcyet"
rìe’dgue’ihpy,sanlucasquiavini,7,3369,come and tell,3374,"
riedgueipy"
rìe’dgue’x:nnaàa’,sanlucasquiavini,7,3369,come and get married,3373,"
riedguexna"
rìe’dgwi’ih cu’an,sanlucasquiavini,7,3369,come and visit,3372,"
riedgwi cuan"
rìe’dgyìi’ah,sanlucasquiavini,7,3369,come and drink,3371,"
riedgyia"
"rìe’dldàa’ts, rìe’dndàa’ts",sanlucasquiavini,7,3369,come and spy on,3370,"
riedldats, riedndats"
blàaal,sanlucasquiavini,7,3369,blal,1837,"
blal"
Lohnyààa’ rèe càa loh gyèe’ts,sanlucasquiavini,7,3369,That field is written on a document,3537,"
Lonya re ca lo gyets."
"nàa’ zi’cygahgza’, nìegza’ ga’uwa’",sanlucasquiavini,7,3369,"And the same for me, I’ll have them too.",2837,"
Naa zicygagza, niegza gauwa."
rcwàa’yaàa’,sanlucasquiavini,7,3369,"act bossy, act mean",3437,"
rcwaya"
rgueh,sanlucasquiavini,7,3369,"carry, haul (something heavy or more than one item)",1537,"
rgue"
chòonn,sanlucasquiavini,8,1537,three,387,"
chon"
gài’,sanlucasquiavini,8,1537,five,389,"
gai"
rzuhuh,sanlucasquiavini,8,1537,flies,382,"
rzu"
tahp,sanlucasquiavini,8,1537,four,388,"
tap"
tu lohoh,sanlucasquiavini,8,1537,Whose face?,383,"
Tu lo?"
tyo’p,sanlucasquiavini,8,1537,two,386,"
tyop"
yuhuh,sanlucasquiavini,8,1537,"land, soil, ground",380,"
yu"
zuu,sanlucasquiavini,8,1537,be standing,381,"
zu"
"caba’i nèe’ èee, guallàa’ bèe’cwëng ?",sanlucasquiavini,8,1537,"Is this a horse, or a dog?",438,"
Cabai nde e, guala becwëng?"
zh:ààa’cw,sanlucasquiavini,8,1537,cockroach,338,"
zhacw "
rìi’ah,sanlucasquiavini,8,1537,1. drink 2. drink (something),3388,"
ria"
rihah,sanlucasquiavini,8,1537,"go home, go back inside",3389,"
ria"
rihah loh jwe’s,sanlucasquiavini,8,1537,"go before the judge, go to court",3387,"
ria lo jwes"
rihah ma’ch loh,sanlucasquiavini,8,1537,flirt with (a young woman) (of a young man),3386,"
ria mach lo"
riahbihny,sanlucasquiavini,8,1537,there is a job opening,3385,"
riabiny"
riahbza’c,sanlucasquiavini,8,1537,1. please (of a person) 2. like (a person),3384,"
riabzac"
ribàany,sanlucasquiavini,8,1537,go and survive,3383,"
ribany"
ribàanynèe,sanlucasquiavini,8,1537,"go and survive with (the aid of something), go and do (something) to survive",3382,"
ribanyne"
ribàanynèedihzy,sanlucasquiavini,8,1537,"only go and survive with (the aid of something), only and go and do (something) to survive",3381,"
ribanynedizy"
ri’ihcy,sanlucasquiavini,8,1537,"1. return, come back, go back 2. return to, come back to, go back to (a place)",3380,"
ricy"
gààa’,sanlucasquiavini,9,3380,nine,393,"
ga"
gàaz,sanlucasquiavini,9,3380,seven,391,"
gaz"
tsêë’,sanlucasquiavini,9,3380,ten,394,"
tsë"
tsëbteeby,sanlucasquiavini,9,3380,eleven,395,"
tsëbteby"
tsëbtyo’p,sanlucasquiavini,9,3380,twelve,396,"
tsëbtyop"
tsèèi’ny,sanlucasquiavini,9,3380,fifteen ,399,"
tseiny"
tsèe’iny,sanlucasquiavini,9,3380,thirteen,397,"
tseiny"
x:òon,sanlucasquiavini,9,3380,eight,392,"
xon"
x:òp,sanlucasquiavini,9,3380,six,390,"
xop"
zhi’eb,sanlucasquiavini,9,3380,goat,339,"
zhieb "
rèe’,sanlucasquiavini,9,3380,"1. this, these 2. here",1395,"
re"
rgwèe’eh x:tìi’zh,sanlucasquiavini,9,3380,"tell about, speak about",3399,"
rgwe xtizh"
rgwi’ih,sanlucasquiavini,9,3380,look around (in a location - used with a location phrase),3398,"
rgwi"
rgwi’ih cangahg,sanlucasquiavini,9,3380,look around,3397,"
rgwi cangag"
rgwi’ih cu’an,sanlucasquiavini,9,3380,visit,3396,"
rgwi cuan"
rgwi’ih loh,sanlucasquiavini,9,3380,"look at, watch, check out",3395,"
rgwi lo"
rgwi’zùa’ts,sanlucasquiavini,9,3380,look at (something) carefully,3394,"
rgwizuats"
rgyàa’ah,sanlucasquiavini,9,3380,dance,3393,"
rgya"
rgye’ehtnèe,sanlucasquiavini,9,3380,play with,3392,"
rgyetne"
ri’ih,sanlucasquiavini,9,3380,water jug (cántaro),3391,"
ri"
gàally,sanlucasquiavini,0,3391,twenty,402,"
galy"
gàally ahbchòonn,sanlucasquiavini,0,3391,twenty-three,406,"
galy abchon"
gàally ahbgài’,sanlucasquiavini,0,3391,twenty-five,408,"
galy abgai"
gàally ahbtahp,sanlucasquiavini,0,3391,twenty-four,407,"
galy abtap"
gàally ahbte’ihby,sanlucasquiavini,0,3391,twenty-one,404,"
galy abteiby"
gàally ahbtyo’p,sanlucasquiavini,0,3391,twenty-two,405,"
galy abtyop"
gàally ahbxo’p,sanlucasquiavini,0,3391,twenty-six,409,"
galy abxop"
gàallyd,sanlucasquiavini,0,3391,twenty,403,"
galyd"
tsèi’nyahbteeby,sanlucasquiavini,0,3391,sixteen,400,"
tseinyabteby"
tsèi’nyahbtyo’p,sanlucasquiavini,0,3391,seventeen,401,"
tseinyabtyop"
"Beed, ridàa’nèe bèe’cw rèe chiru’ bzùu’bih loh me’es",sanlucasquiavini,0,3391,"Pedro, bring the dog here and put it on the table.",440,"
Bed, ridane becw re chiru bzubi lo mes."
rguèe,sanlucasquiavini,0,3391,cuss,640,"
rgue"
te’ihby,sanlucasquiavini,0,3391,"one; a, an",140,"
teiby"
zhi’iilly,sanlucasquiavini,0,3391,sheep,340,"
zhily "
rgùu’uh,sanlucasquiavini,0,3391,1. put (something) into 2. deposits (money),3409,"
rgu"
rgu’chììa’,sanlucasquiavini,0,3391,"save, put away",3408,"
rguchia"
rguèe loh,sanlucasquiavini,0,3391,"insult, cuss at, cuss out (someone)",3407,"
rgue lo"
rguìi’iny loh,sanlucasquiavini,0,3391,borrow (something) from (someone),3406,"
rguiny lo"
rgui’xga’ah,sanlucasquiavini,0,3391,lay (something) down (in a location),3405,"
rguixga"
rguhty,sanlucasquiavini,0,3391,kill,3404,"
rguty"
syudaa,sanlucasquiavini,1,3404,city,41,"
syuda"
cafee,sanlucasquiavini,2,41,coffee,42,"
cafe"
wii,sanlucasquiavini,3,42,guava,43,"
wi"
moon,sanlucasquiavini,4,43,doll,44,"
mon"
chah,sanlucasquiavini,5,44,"a, an; one (used e.g. when counting tortillas)",453,"
cha"
Dìi’zhsah,sanlucasquiavini,5,44,Zapotec Language,455,"
Dizhsa"
Dìi’zhtiilly,sanlucasquiavini,5,44,Spanish Language,456,"
Dizhtily"
fo’t,sanlucasquiavini,5,44,picture,457,"
fot"
gùu’ann,sanlucasquiavini,5,44,bull; ox,458,"
guan"
gueht x:tiilly,sanlucasquiavini,5,44,bread,459,"
guet xtily"
quëhnn,sanlucasquiavini,5,44,and,450,"
quën"
quëhnn,sanlucasquiavini,5,44,with,451,"
quën"
bo’oollz,sanlucasquiavini,5,44,bag,445,"
bolz"
do’lr,sanlucasquiavini,5,44,dollar,545,"
dolr"
rbicàa,sanlucasquiavini,5,44,get  taken away,3459,"
rbica"
rbihxlààa’z,sanlucasquiavini,5,44,feel nauseated,3458,"
rbixlaz"
rbihx:tih,sanlucasquiavini,5,44,"get created, get founded",3457,"
rbixti"
rcah,sanlucasquiavini,5,44,ring (of a bell),3455,"
rca"
rcaa’ah,sanlucasquiavini,5,44,"1. get, take 2. marry (someone) 3. (used to expressed a recipient object)",3456,"
rca"
rcaa’ah bùunny,sanlucasquiavini,5,44,get married,3454,"
rca buny"
rcaa’ah Dyooz,sanlucasquiavini,5,44,God takes (someone): used to say (someone) dies,3453,"
rca Dyoz"
rcanzàa,sanlucasquiavini,5,44,"1. stroll, wander around, walk along 2. get around",3452,"
rcanza"
rculohza’c,sanlucasquiavini,5,44,take good care of,3451,"
rculozac"
"rcu’yàa’ah, rla’yàa’ah",sanlucasquiavini,5,44,push,3450,"
rcuya, rlaya"
zah,sanlucasquiavini,6,3450,grease,46,"
za"
cha’t,sanlucasquiavini,7,46,kiss,47,"
chat"
rsèèi’dy,sanlucasquiavini,8,47,"learn (something), teach (someone) (something)",480,"
rseidy"
rtàa’az,sanlucasquiavini,8,47,hits,481,"
rtaz"
rxye’illy,sanlucasquiavini,8,47,open (something),482,"
rxyeily"
ryu’lààa’z,sanlucasquiavini,8,47,likes (a person),483,"
ryulaz"
rzhye’illy,sanlucasquiavini,8,47,get opened,484,"
rzhyeily"
rzhye’illy,sanlucasquiavini,8,47,opens,485,"
rzhyeily"
cuahnn,sanlucasquiavini,8,47,with,448,"
cuan"
guehehz,sanlucasquiavini,8,47,cigarette,548,"
guez"
ràann loh,sanlucasquiavini,8,47,see (something),3489,"
ran lo"
ràann zèèi’ny,sanlucasquiavini,8,47,do (someone’s) cargo,3488,"
ran zeiny"
ràa’nny,sanlucasquiavini,8,47,"sit on (something on the ground), lie with his head on (something), put his head down on (something)",3487,"
rany"
ràannza’c,sanlucasquiavini,8,47,get along well,3486,"
ranzac"
ràannza’c loh,sanlucasquiavini,8,47,get along well with,3485,"
ranzac lo"
ràa’p seguuar,sanlucasquiavini,8,47,be sure,3484,"
rap seguar"
ràa’p swe’rt,sanlucasquiavini,8,47,be lucky,3483,"
rap swert"
ràa’pahg,sanlucasquiavini,8,47,still have,3482,"
rapag"
ràa’pdòo,sanlucasquiavini,8,47,maintain,3481,"
rapdo"
ra’s,sanlucasquiavini,8,47,race,3480,"
ras"
x:a nu’uh bèe’llùu’ ?,sanlucasquiavini,8,47,How is your sister? (used when talking to a female) ,2485,"
Xa nu belu?"
x:a nu’uh bzyaàa’nùu’ ?,sanlucasquiavini,8,47,How is your brother? (used when talking to a female),2486,"
Xa nu bzyanu?"
behts,sanlucasquiavini,9,2486,brother (of a male),49,"
bets"
bu’uhdy gwu’uar,sanlucasquiavini,0,49,turkey,500,"
budy gwuar"
bu’uhdy ngu’ahll,sanlucasquiavini,0,49,male turkey,501,"
budy ngual"
chirmia,sanlucasquiavini,0,49,traditional flute,503,"
chirmia "
clarine’t,sanlucasquiavini,0,49,clarinet,502,"
clarinet "
èee ,sanlucasquiavini,0,49,"(used at the end of a question that can be answered with a ""yes"" or queity ""no”)",504,"
e"
grabadoor ,sanlucasquiavini,0,49,tape recorder,505,"
grabador"
la’ài’,sanlucasquiavini,0,49,"he, she, it; him, her, it (distal)",506,"
lai "
Lia Gloory,sanlucasquiavini,0,49,Gloria,508,"
Lia Glory"
Ma’azh,sanlucasquiavini,0,49,"Tomas, Thomas",509,"
Mazh"
mye’es,sanlucasquiavini,0,49,mass,550,"
myes"
quëhnn,sanlucasquiavini,0,49,and,450,"
quën"
get divorced,sanlucasquiavini,0,49,,3509,"
rac diborsyar"
rahc enfaad,sanlucasquiavini,0,49,"get annoyed, get fed up",3508,"
rac enfad"
rahc operaar,sanlucasquiavini,0,49,"get operated on, have an operation",3507,"
rac operar"
rahc protejeer,sanlucasquiavini,0,49,get protected,3506,"
rac protejer"
rahc torturaar,sanlucasquiavini,0,49,get tortured,3505,"
rac torturar"
rahc zèèi’ny,sanlucasquiavini,0,49,have a cargo,3504,"
rac zeiny"
rahcbèe’,sanlucasquiavini,0,49,"1. understand, know, know about 2. learn",3503,"
racbe"
rahcchììa’,sanlucasquiavini,0,49,get built,3502,"
racchia"
rahcgaan,sanlucasquiavini,0,49,"can, be able to, know how to, suceed in (doing), do completely",3501,"
racgan"
quë’ity,sanlucasquiavini,1,3501,not,511,"
quëity"
,sanlucasquiavini,1,3501,every day,512,"
rata zhi	"
rbàa’an,sanlucasquiavini,1,3501,follow a medical diet,513,"
rban"
rchìiby,sanlucasquiavini,1,3501,scare (someone),517,"
rchiby"
rcwèez,sanlucasquiavini,1,3501,turn off (an appliance),515,"
rcwez"
rcwùa’ll,sanlucasquiavini,1,3501,"turn on (a radio, stereo, etc.)",516,"
rcwual"
rguhch,sanlucasquiavini,1,3501,bathe (someone or something),518,"
rguch"
rgwèe’za’c,sanlucasquiavini,1,3501,speak (a language) well,519,"
rgwezac"
pe’s,sanlucasquiavini,1,3501,peso,551,"
pes"
quëhnn,sanlucasquiavini,1,3501,with,451,"
quën"
Gye’eihlly xi bda’uh Gye’eihlly? 	,sanlucasquiavini,1,3501,"Mike, what did he eat?",3517,"
Gyeily, xi bdau Gyeily?"
La’ài’ cacwàa’nnyih zhye’et,sanlucasquiavini,1,3501,He is waking up the cat.,3516,"
Lai cacwanyi zhyet."
Mnnààa’ rcwàa’nny mnìi’iny,sanlucasquiavini,1,3501,(1) The woman wakes up the child; (2) The child wakes up the woman.,3515,"
Mna rcwany mniny."
"Nàa’, que’ity nàanndya’ raih",sanlucasquiavini,1,3501,"Me, I don’t know about those things.",3519,"
Naa, queity nandya rai."
ra,sanlucasquiavini,1,3501,(marks plural nouns),3514,"
ra"
ra nih,sanlucasquiavini,1,3501,"those who, the ones who",3513,"
ra ni"
rahc rambiaar,sanlucasquiavini,1,3501,change (oneself),3512,"
rac cambiar"
rahc casti’u,sanlucasquiavini,1,3501,get punished,3511,"
rac castiu"
rahc dibertiier,sanlucasquiavini,1,3501,have fun,3510,"
rac dibertier"
,sanlucasquiavini,1,3501,because I am afraid of my sickness and my death,3518,"
tyen rzhibya galguizh xtena quën galguty xtena	"
tyo’p,sanlucasquiavini,2,3518,two,52,"
tyop"
nzh:uhnng,sanlucasquiavini,3,52,hard,53,"
nzhung"
cachu’ch,sanlucasquiavini,4,53,baseball cap,54,"
cachuch"
chaan,sanlucasquiavini,5,54,Feliciano,55,"
Chan"
lechuu,sanlucasquiavini,6,55,lettuce,56,"
lechu"
meseer,sanlucasquiavini,7,56,waiter,571,"
meser"
milàagr,sanlucasquiavini,7,56,miracle,572,"
milagr"
ndèenn,sanlucasquiavini,7,56,that one,575,"
nden"
nih càa ni’ih gue’et],sanlucasquiavini,7,56,what follows,577,"
ni ca ni guet"
pasapo’rt,sanlucasquiavini,7,56,passport,578,"
pasaport"
pelo’t,sanlucasquiavini,7,56,ball,579,"
pelot"
fo’t,sanlucasquiavini,7,56,picture,457,"
fot"
rguìeb,sanlucasquiavini,7,56,1. sew 2. sew (something),557,"
rguieb"
banguual,sanlucasquiavini,7,56,old person,1577,"
bangual"
cwe’eh,sanlucasquiavini,7,56,beside,3571,"
cwe"
guee’ihzh,sanlucasquiavini,7,56,pueblo (town),3572,"
gueizh"
gu’ty,sanlucasquiavini,7,56,"dead, deceased",3573,"
guty"
gyigwáan,sanlucasquiavini,7,56,mirror,3574,"
gyigwan"
làa’g,sanlucasquiavini,7,56,same,3575,"
lag"
"lohcwah, lahcwah",sanlucasquiavini,7,56,forehead,3577,"
locwa, lacwa"
"nnah, nnàa",sanlucasquiavini,7,56,say,3579,"
na"
"Ndùu’ah, Ldùa’ah",sanlucasquiavini,7,56,Oaxaca,3578,"
Ndua, Ldua"
rsìii’lly,sanlucasquiavini,7,56,morning,1579,"
rsily"
sahc,sanlucasquiavini,7,56,"cost, price",3576,"
sac"
saguuall,sanlucasquiavini,7,56,"consuegro, sibling’s spouse’s blood relative, parent’s sibling’s spouse’s blood relative",1578,"
sagual"
platii,sanlucasquiavini,8,1578,cymbals,58,"
plati"
solisituu,sanlucasquiavini,9,58,application,59,"
solisitu"
ruhny ga’axt,sanlucasquiavini,0,59,spend money,604,"
runy gaxt"
ruhny guuhahnn,sanlucasquiavini,0,59,make a charitable donation,605,"
runy guan"
ruhny mandaad,sanlucasquiavini,0,59,1. do an errand 2. give (someone) an errand to do,606,"
runy mandad"
ruhny nadaar,sanlucasquiavini,0,59,swim,607,"
runy nadar"
ruhny protestaar,sanlucasquiavini,0,59,protest,608,"
runy protestar"
ruhny sohspechaar,sanlucasquiavini,0,59,suspect,609,"
runy sospechar"
rguìi’x,sanlucasquiavini,0,59,"lay (a long object) down, put (a long object) down",560,"
rguix"
rtyo’pnnyi’ihs,sanlucasquiavini,0,59,baptize,3601,"
rtyopnyis"
saca’ài,sanlucasquiavini,0,59,west,3602,"
sacai"
salahry,sanlucasquiavini,0,59,solar,3604,"
salary"
sasììi’lly,sanlucasquiavini,0,59,east,3603,"
sasily"
testi’u,sanlucasquiavini,0,59,witness,3606,"
testiu"
x:a,sanlucasquiavini,0,59,how,3608,"
xa"
x:ahb,sanlucasquiavini,0,59,clothes; bark (of a tree),3609,"
xab"
,sanlucasquiavini,0,59,San Jerónimo Tlacochahuaya,3605,"
Zuny Ro	"
,sanlucasquiavini,0,59,"witch, sorcerer",2960,"
bzhya	"
mae’str,sanlucasquiavini,0,59,master bricklayer,1760,"
maestr"
rbe’s,sanlucasquiavini,0,59,left,3460,"
rbes"
rcah,sanlucasquiavini,0,59,be sticking; be on a tree (of fruit),3560,"
rca"
rìe’dtaa’p,sanlucasquiavini,0,59,come and slap,3360,"
riedtap"
capii,sanlucasquiavini,1,3360,shrine,61,"
capi"
daad,sanlucasquiavini,2,61,dice,62,"
dad"
gaan,sanlucasquiavini,3,62,gain,63,"
gan"
juug,sanlucasquiavini,4,63,juice,64,"
jug"
rii,sanlucasquiavini,5,64,"be around, be there, be located in (a location) (takes a plural living subject)",65,"
ri"
raa,sanlucasquiavini,6,65,all,66,"
ra"
rraan,sanlucasquiavini,7,66,frog,67,"
rran"
rreloo,sanlucasquiavini,8,67,watch,68,"
rrelo"
zhaar,sanlucasquiavini,9,68,vase,69,"
zhar"
yuug,sanlucasquiavini,0,69,yoke,70,"
yug"
rmuudy,sanlucasquiavini,1,70,medicine,71,"
rmudy"
Jwaany,sanlucasquiavini,2,71,Juan,72,"
Jwany"
xmaan,sanlucasquiavini,3,72,week,73,"
xman"
rguii,sanlucasquiavini,4,73,get sour,74,"
rgui"
quiizh,sanlucasquiavini,5,74,will pay,75,"
quizh"
wzhyaar,sanlucasquiavini,6,75,spoon,76,"
wzhyar"
yzhii,sanlucasquiavini,7,76,tomorrow,77,"
yzhi"
nguii,sanlucasquiavini,8,77,sour,78,"
ngui"
nllaag,sanlucasquiavini,9,78,wide,79,"
nlag"
mmuuzh,sanlucasquiavini,0,79,blonde,80,"
muzh"
mannsaan,sanlucasquiavini,1,80,apple,81,"
mansan"
x:quiiny,sanlucasquiavini,2,81,corner,82,"
xquiny"
zh:ommreel,sanlucasquiavini,3,82,hat,83,"
zhomrel"
bca’ah,sanlucasquiavini,4,83,crow,84,"
bca"
ze’eh,sanlucasquiavini,5,84,corn on the cob,85,"
ze"
zhi’ih,sanlucasquiavini,6,85,nose,86,"
zhi"
ndyo’oh,sanlucasquiavini,7,86,fat,87,"
ndyo"
yu’uh,sanlucasquiavini,8,87,house,88,"
yu"
gahllgui’ihihzh,sanlucasquiavini,9,88,sickness,89,"
galguizh"
bu’uhuhdy,sanlucasquiavini,0,89,chicken,90,"
budy"
rna’anny,sanlucasquiavini,1,90,Hernandez,91,"
Rnany"
pe’epsy,sanlucasquiavini,2,91,Pepsi,92,"
Pepsy"
gyi’izh,sanlucasquiavini,3,92,city person,93,"
gyizh"
lo’oby,sanlucasquiavini,4,93,Lopez,94,"
Loby"
zh:u’ub,sanlucasquiavini,5,94,corn,95,"
zhub"
ayuda’aann,sanlucasquiavini,6,95,helper,96,"
ayudan"
pwe’eenn,sanlucasquiavini,7,96,bridge,97,"
pwen"
chi’iinnzh,sanlucasquiavini,8,97,bedbug,98,"
chinzh"
go’oollpy,sanlucasquiavini,9,98,"blow, hit",99,"
golpy"
rcàa’z,sanlucasquiavini,0,99,want,100,"
rcaz"
bèe’cw,sanlucasquiavini,1,100,dog,101,"
becw"
dìi’zh,sanlucasquiavini,2,101,"language, speech, word",102,"
dizh"
bdòo’,sanlucasquiavini,3,102,baby,103,"
bdo"
rdùu’b,sanlucasquiavini,4,103,sweep,104,"
rdub"
rtàa’az,sanlucasquiavini,5,104,"hit, beat up",105,"
rtaz"
mnìi’iny,sanlucasquiavini,6,105,child,106,"
mniny"
mnnààa’,sanlucasquiavini,7,106,woman,107,"
mna"
bèèe’ll,sanlucasquiavini,8,107,snake,108,"
bel"
garzììi’,sanlucasquiavini,9,108,guts,109,"
garzi"
ydòòo’,sanlucasquiavini,0,109,church,110,"
ydo"
gùùu’b,sanlucasquiavini,1,110,broom,111,"
gub"
dàany,sanlucasquiavini,2,111,mountain,112,"
dany"
rbèez,sanlucasquiavini,3,112,"1. wait for 2. stop it (stop doing something), stop going 3. sit (formal) 4. live (in a place; formal) 5. is at home (formal)",113,"
rbez"
rguìiny,sanlucasquiavini,4,113,hit,114,"
rguiny"
bòo,sanlucasquiavini,5,114,charcoal,115,"
bo"
bùunny,sanlucasquiavini,6,115,person,116,"
buny"
nnàaan,sanlucasquiavini,7,116,1. mother; 2. grandmother,117,"
nan"
rchyèeezhy,sanlucasquiavini,8,117,sneezes,118,"
rchezhy"
mùuully,sanlucasquiavini,9,118,money,119,"
muly"
yaàa’,sanlucasquiavini,0,119,up,120,"
ya"
beèe’l,sanlucasquiavini,1,120,meat,121,"
bel"
x:daadëng,sanlucasquiavini,2,121,his dice,122,"
xdadëng"
miìi’zh,sanlucasquiavini,3,122,Mixe,123,"
Mizh"
cuùu’dy,sanlucasquiavini,4,123,thigh,124,"
cudy"
àaa’,sanlucasquiavini,5,124,yes,125,"
a "
bax:aa’t,sanlucasquiavini,6,125,toad,126,"
baxat"
baahlly,sanlucasquiavini,7,126,"fire, flame",127,"
baly"
badiia,sanlucasquiavini,8,127,roadrunner,128,"
badia"
behll,sanlucasquiavini,9,128,fish,1290,"
bel"
bra’au,sanlucasquiavini,9,128,lizard,1291,"
brau"
caba’i ndèe’ èee ?,sanlucasquiavini,9,128,Is this a horse?,1299,"
Cabai nde e?"
lohrëng,sanlucasquiavini,9,128,their faces,1296,"
lorëng"
tsëdah,sanlucasquiavini,9,128,fourteen,1297,"
tsëda"
za’c wxi’ihnny,sanlucasquiavini,9,128,Good evening!,1298,"
Zac wxiny!"
tuëru’,sanlucasquiavini,9,128,who else,3129,"
tuëru"
bèe’cw ndèe’,sanlucasquiavini,0,3129,This is a dog.,1300,"
Becw nde."
rnyi’ihty,sanlucasquiavini,0,3129,"miss (something), be missing (something), have lost (something), get lost",1303,"
rnyity"
tuhbiihahz,sanlucasquiavini,0,3129,one year,3130,"
tubiaz"
tsêë’,sanlucasquiavini,1,3130,ten,131,"
tsë"
bèe’cwëng,sanlucasquiavini,2,131,It’s a dog.,132,"
Becwëng."
ó’nseh,sanlucasquiavini,3,132,eleven (modern word),1331,"
onse"
qui’lly,sanlucasquiavini,3,132,kilo,1334,"
quily"
tri’est,sanlucasquiavini,3,132,sad,3133,"
triest"
bèe’cwëng,sanlucasquiavini,4,3133,It’s a dog.,132,"
Becwëng."
mbii’sy,sanlucasquiavini,4,3133,stingy,136,"
mbisy"
tsêë’,sanlucasquiavini,4,3133,ten,131,"
tsë"
tyo’pëhnn,sanlucasquiavini,4,3133,"we two, two of us",135,"
tyopën"
xniaa,sanlucasquiavini,4,3133,red,137,"
xnia"
bèe’cw ndèe’,sanlucasquiavini,4,3133,This is a dog.,1300,"
Becw nde."
ó’nseh,sanlucasquiavini,4,3133,eleven (modern word),1331,"
onse"
qui’lly,sanlucasquiavini,4,3133,kilo,1334,"
quily"
rèe’,sanlucasquiavini,4,3133,"1. this, these 2. here",1395,"
re"
rèenn,sanlucasquiavini,4,3133,"that, there",1329,"
ren"
rgùùu’b,sanlucasquiavini,4,3133,"1. suck 2. smoke (cigarettes, tobacco, a pipe) 3. use a lot of (fuel) (of a vehicle)",1314,"
rgub"
rguèe’ez,sanlucasquiavini,4,3133,1. hug 2. carry (something or someone) in the arms,1315,"
rguez"
rnyi’ihty,sanlucasquiavini,4,3133,"miss (something), be missing (something), have lost (something), get lost",1303,"
rnyity"
ruhny casti’u,sanlucasquiavini,4,3133,punish,1398,"
runy castiu"
ruhny co’oll,sanlucasquiavini,4,3133,stand in line,1399,"
runy col"
tahp,sanlucasquiavini,4,3133,four,1328,"
tap"
be’ez,sanlucasquiavini,4,3133,type of big jackrabbit,313,"
bez"
rbàa’an,sanlucasquiavini,4,3133,follow a medical diet,513,"
rban"
rbèez,sanlucasquiavini,4,3133,"1. wait for 2. stop it (stop doing something), stop going 3. sit (formal) 4. live (in a place; formal) 5. is at home (formal)",113,"
rbez"
rtyi’ihs,sanlucasquiavini,4,3133,jump,213,"
rtyis"
tyo’pëhnn,sanlucasquiavini,5,213,"we two, two of us",135,"
tyopën"
mbii’sy,sanlucasquiavini,6,135,stingy,136,"
mbisy"
xniaa,sanlucasquiavini,7,136,red,137,"
xnia"
tre’enny,sanlucasquiavini,8,137,thirty (modern word),3138,"
treny"
